,Match ID,Date,Venue,Winner,Bowler,Runs Concided,Wickets,Economy,Ball Bowled,Opponent Team,Inning,Over Bowled
971,902649,2015-11-26,Dubai International Cricket Stadium,England,Wahab Riaz,33,1,8.25,24,England,1,4
973,902651,2015-11-27,Dubai International Cricket Stadium,England,Ahmed Shehzad,10,0,10.0,6,England,1,1
974,902651,2015-11-27,Dubai International Cricket Stadium,England,Anwar Ali,27,2,6.75,26,England,1,4
979,902651,2015-11-27,Dubai International Cricket Stadium,England,Shahid Afridi,15,3,3.75,24,England,1,4
980,902651,2015-11-27,Dubai International Cricket Stadium,England,Shoaib Malik,32,1,10.67,19,England,1,3
981,902651,2015-11-27,Dubai International Cricket Stadium,England,Sohail Tanvir,43,1,10.75,25,England,1,4
982,902651,2015-11-27,Dubai International Cricket Stadium,England,Wahab Riaz,44,1,11.0,26,England,1,4
987,913663,2016-09-07,Old Trafford,Pakistan,Hasan Ali,24,2,6.0,24,England,1,4
988,913663,2016-09-07,Old Trafford,Pakistan,Imad Wasim,17,2,4.25,24,England,1,4
992,913663,2016-09-07,Old Trafford,Pakistan,Mohammad Amir,33,0,8.25,24,England,1,4
993,913663,2016-09-07,Old Trafford,Pakistan,Sohail Tanvir,35,0,8.75,26,England,1,4
994,913663,2016-09-07,Old Trafford,Pakistan,Wahab Riaz,18,3,4.5,26,England,1,4
997,914221,2016-01-15,Eden Park,Pakistan,Imad Wasim,18,2,4.5,24,New Zealand,2,4
1000,914221,2016-01-15,Eden Park,Pakistan,Mohammad Amir,31,1,7.75,26,New Zealand,2,4
1001,914221,2016-01-15,Eden Park,Pakistan,Shahid Afridi,26,2,6.5,25,New Zealand,2,4
1004,914221,2016-01-15,Eden Park,Pakistan,Umar Gul,38,2,9.5,24,New Zealand,2,4
1005,914221,2016-01-15,Eden Park,Pakistan,Wahab Riaz,34,3,8.5,24,New Zealand,2,4
1009,914223,2016-01-17,Seddon Park,New Zealand,Imad Wasim,32,0,8.0,24,New Zealand,2,4
1012,914223,2016-01-17,Seddon Park,New Zealand,Mohammad Amir,34,0,11.33,18,New Zealand,2,3
1013,914223,2016-01-17,Seddon Park,New Zealand,Shahid Afridi,38,0,9.5,24,New Zealand,2,4
1014,914223,2016-01-17,Seddon Park,New Zealand,Shoaib Malik,13,0,13.0,10,New Zealand,2,1
1016,914223,2016-01-17,Seddon Park,New Zealand,Umar Gul,18,0,9.0,13,New Zealand,2,2
1017,914223,2016-01-17,Seddon Park,New Zealand,Wahab Riaz,30,0,10.0,19,New Zealand,2,3
1019,914225,2016-01-22,Westpac Stadium,New Zealand,Anwar Ali,31,1,10.33,18,New Zealand,1,3
1023,914225,2016-01-22,Westpac Stadium,New Zealand,Imad Wasim,42,1,10.5,24,New Zealand,1,4
1026,914225,2016-01-22,Westpac Stadium,New Zealand,Mohammad Amir,35,0,8.75,24,New Zealand,1,4
1027,914225,2016-01-22,Westpac Stadium,New Zealand,Shahid Afridi,27,1,6.75,24,New Zealand,1,4
1028,914225,2016-01-22,Westpac Stadium,New Zealand,Shoaib Malik,16,1,16.0,8,New Zealand,1,1
1030,914225,2016-01-22,Westpac Stadium,New Zealand,Wahab Riaz,43,2,10.75,26,New Zealand,1,4
1033,919603,2015-09-27,Harare Sports Club,Pakistan,Imad Wasim,11,4,2.75,25,Zimbabwe,2,4
1034,919603,2015-09-27,Harare Sports Club,Pakistan,Imran Khan (1),29,1,7.25,25,Zimbabwe,2,4
1038,919603,2015-09-27,Harare Sports Club,Pakistan,Shahid Afridi,23,0,7.67,18,Zimbabwe,2,3
1039,919603,2015-09-27,Harare Sports Club,Pakistan,Shoaib Malik,7,0,7.0,6,Zimbabwe,2,1
1041,919603,2015-09-27,Harare Sports Club,Pakistan,Sohail Tanvir,24,1,6.0,24,Zimbabwe,2,4
1043,919603,2015-09-27,Harare Sports Club,Pakistan,Wahab Riaz,27,3,6.75,25,Zimbabwe,2,4
1046,919605,2015-09-29,Harare Sports Club,Pakistan,Imad Wasim,14,2,3.5,25,Zimbabwe,2,4
1047,919605,2015-09-29,Harare Sports Club,Pakistan,Imran Khan (1),35,2,8.75,24,Zimbabwe,2,4
1049,919605,2015-09-29,Harare Sports Club,Pakistan,Mohammad Irfan,25,2,6.25,24,Zimbabwe,2,4
1052,919605,2015-09-29,Harare Sports Club,Pakistan,Shahid Afridi,26,0,6.5,24,Zimbabwe,2,4
1053,919605,2015-09-29,Harare Sports Club,Pakistan,Sohail Tanvir,18,1,4.5,24,Zimbabwe,2,4
1057,951333,2016-03-16,Eden Gardens,Pakistan,Imad Wasim,13,1,6.5,12,Bangladesh,2,2
1059,951333,2016-03-16,Eden Gardens,Pakistan,Mohammad Amir,27,2,6.75,26,Bangladesh,2,4
1060,951333,2016-03-16,Eden Gardens,Pakistan,Mohammad Irfan,30,1,7.5,25,Bangladesh,2,4
1062,951333,2016-03-16,Eden Gardens,Pakistan,Shahid Afridi,27,2,6.75,24,Bangladesh,2,4
1064,951333,2016-03-16,Eden Gardens,Pakistan,Shoaib Malik,14,0,7.0,13,Bangladesh,2,2
1066,951333,2016-03-16,Eden Gardens,Pakistan,Wahab Riaz,31,0,7.75,24,Bangladesh,2,4
1070,951341,2016-03-19,Eden Gardens,India,Mohammad Amir,11,1,3.67,19,India,2,3
1071,951341,2016-03-19,Eden Gardens,India,Mohammad Irfan,25,0,8.33,18,India,2,3
1072,951341,2016-03-19,Eden Gardens,India,Mohammad Sami,17,2,8.5,13,India,2,2
1076,951341,2016-03-19,Eden Gardens,India,Shahid Afridi,25,0,6.25,26,India,2,4
1077,951341,2016-03-19,Eden Gardens,India,Shoaib Malik,22,0,11.0,14,India,2,2
1078,951341,2016-03-19,Eden Gardens,India,Wahab Riaz,16,1,8.0,12,India,2,2
1083,951349,2016-03-22,Punjab Cricket Association IS Bindra Stadium,New Zealand,Imad Wasim,26,0,6.5,24,New Zealand,1,4
1086,951349,2016-03-22,Punjab Cricket Association IS Bindra Stadium,New Zealand,Mohammad Amir,41,0,10.25,25,New Zealand,1,4
1087,951349,2016-03-22,Punjab Cricket Association IS Bindra Stadium,New Zealand,Mohammad Irfan,46,1,11.5,24,New Zealand,1,4
1088,951349,2016-03-22,Punjab Cricket Association IS Bindra Stadium,New Zealand,Mohammad Sami,23,2,5.75,25,New Zealand,1,4
1089,951349,2016-03-22,Punjab Cricket Association IS Bindra Stadium,New Zealand,Shahid Afridi,40,2,10.0,25,New Zealand,1,4
1092,951355,2016-03-25,Punjab Cricket Association IS Bindra Stadium,Australia,Imad Wasim,31,2,7.75,24,Australia,1,4
1095,951355,2016-03-25,Punjab Cricket Association IS Bindra Stadium,Australia,Mohammad Amir,39,0,9.75,25,Australia,1,4
1096,951355,2016-03-25,Punjab Cricket Association IS Bindra Stadium,Australia,Mohammad Sami,53,0,13.25,27,Australia,1,4
1099,951355,2016-03-25,Punjab Cricket Association IS Bindra Stadium,Australia,Shahid Afridi,27,0,6.75,24,Australia,1,4
1100,951355,2016-03-25,Punjab Cricket Association IS Bindra Stadium,Australia,Wahab Riaz,35,2,8.75,24,Australia,1,4
1104,966751,2016-02-27,Shere Bangla National Stadium,India,Mohammad Amir,18,3,4.5,26,India,2,4
1105,966751,2016-02-27,Shere Bangla National Stadium,India,Mohammad Irfan,16,0,4.0,26,India,2,4
1106,966751,2016-02-27,Shere Bangla National Stadium,India,Mohammad Sami,16,2,4.0,24,India,2,4
1109,966751,2016-02-27,Shere Bangla National Stadium,India,Wahab Riaz,31,0,10.33,23,India,2,3
1114,966755,2016-02-29,Shere Bangla National Stadium,Pakistan,Mohammad Amir,6,2,1.5,24,United Arab Emirates,1,4
1115,966755,2016-02-29,Shere Bangla National Stadium,Pakistan,Mohammad Irfan,30,2,7.5,25,United Arab Emirates,1,4
1117,966755,2016-02-29,Shere Bangla National Stadium,Pakistan,Mohammad Nawaz (3),26,0,8.67,19,United Arab Emirates,1,3
1118,966755,2016-02-29,Shere Bangla National Stadium,Pakistan,Mohammad Sami,28,1,7.0,26,United Arab Emirates,1,4
1121,966755,2016-02-29,Shere Bangla National Stadium,Pakistan,Shahid Afridi,24,1,6.0,26,United Arab Emirates,1,4
1122,966755,2016-02-29,Shere Bangla National Stadium,Pakistan,Shoaib Malik,13,0,13.0,6,United Arab Emirates,1,1
1124,966759,2016-03-02,Shere Bangla National Stadium,Bangladesh,Anwar Ali,25,0,12.5,14,Bangladesh,2,2
1127,966759,2016-03-02,Shere Bangla National Stadium,Bangladesh,Mohammad Amir,26,2,6.5,25,Bangladesh,2,4
1128,966759,2016-03-02,Shere Bangla National Stadium,Bangladesh,Mohammad Irfan,23,1,5.75,24,Bangladesh,2,4
1129,966759,2016-03-02,Shere Bangla National Stadium,Bangladesh,Mohammad Sami,30,0,7.5,26,Bangladesh,2,4
1130,966759,2016-03-02,Shere Bangla National Stadium,Bangladesh,Shahid Afridi,20,1,5.0,24,Bangladesh,2,4
1132,966759,2016-03-02,Shere Bangla National Stadium,Bangladesh,Shoaib Malik,3,1,3.0,6,Bangladesh,2,1
1138,966763,2016-03-04,Shere Bangla National Stadium,Pakistan,Mohammad Amir,31,0,7.75,25,Sri Lanka,1,4
1139,966763,2016-03-04,Shere Bangla National Stadium,Pakistan,Mohammad Irfan,18,2,4.5,24,Sri Lanka,1,4
1140,966763,2016-03-04,Shere Bangla National Stadium,Pakistan,Mohammad Nawaz (3),38,0,12.67,18,Sri Lanka,1,3
1143,966763,2016-03-04,Shere Bangla National Stadium,Pakistan,Shahid Afridi,24,0,6.0,24,Sri Lanka,1,4
1144,966763,2016-03-04,Shere Bangla National Stadium,Pakistan,Shoaib Malik,3,1,3.0,6,Sri Lanka,1,1
1147,966763,2016-03-04,Shere Bangla National Stadium,Pakistan,Wahab Riaz,30,1,7.5,24,Sri Lanka,1,4
1150,1050217,2016-09-23,Dubai International Cricket Stadium,Pakistan,Hasan Ali,32,1,10.67,20,West Indies,1,3
1151,1050217,2016-09-23,Dubai International Cricket Stadium,Pakistan,Imad Wasim,14,5,3.5,24,West Indies,1,4
1154,1050217,2016-09-23,Dubai International Cricket Stadium,Pakistan,Mohammad Nawaz (3),16,1,4.0,24,West Indies,1,4
1157,1050217,2016-09-23,Dubai International Cricket Stadium,Pakistan,Shoaib Malik,5,0,5.0,7,West Indies,1,1
1158,1050217,2016-09-23,Dubai International Cricket Stadium,Pakistan,Sohail Tanvir,26,2,6.5,25,West Indies,1,4
1159,1050217,2016-09-23,Dubai International Cricket Stadium,Pakistan,Wahab Riaz,20,1,5.0,26,West Indies,1,4
1162,1050219,2016-09-24,Dubai International Cricket Stadium,Pakistan,Hasan Ali,49,3,12.25,26,West Indies,2,4
1163,1050219,2016-09-24,Dubai International Cricket Stadium,Pakistan,Imad Wasim,18,1,4.5,24,West Indies,2,4
1165,1050219,2016-09-24,Dubai International Cricket Stadium,Pakistan,Mohammad Nawaz (3),19,1,6.33,18,West Indies,2,3
1168,1050219,2016-09-24,Dubai International Cricket Stadium,Pakistan,Shoaib Malik,3,0,3.0,6,West Indies,2,1
1169,1050219,2016-09-24,Dubai International Cricket Stadium,Pakistan,Sohail Tanvir,13,3,3.25,25,West Indies,2,4
1170,1050219,2016-09-24,Dubai International Cricket Stadium,Pakistan,Wahab Riaz,42,1,8.4,30,West Indies,2,5
1173,1050221,2016-09-27,Sheikh Zayed Stadium,Pakistan,Imad Wasim,21,3,5.25,24,West Indies,1,4
1176,1050221,2016-09-27,Sheikh Zayed Stadium,Pakistan,Mohammad Amir,20,0,5.0,24,West Indies,1,4
1177,1050221,2016-09-27,Sheikh Zayed Stadium,Pakistan,Mohammad Nawaz (3),16,2,5.33,19,West Indies,1,3
1178,1050221,2016-09-27,Sheikh Zayed Stadium,Pakistan,Rumman Raees,10,0,3.33,18,West Indies,1,3
1180,1050221,2016-09-27,Sheikh Zayed Stadium,Pakistan,Shoaib Malik,11,0,5.5,12,West Indies,1,2
1181,1050221,2016-09-27,Sheikh Zayed Stadium,Pakistan,Sohail Tanvir,22,0,5.5,24,West Indies,1,4
1183,1077947,2017-03-26,Kensington Oval,Pakistan,Hasan Ali,25,1,6.25,24,West Indies,1,4
1184,1077947,2017-03-26,Kensington Oval,Pakistan,Imad Wasim,12,2,4.0,18,West Indies,1,3
1188,1077947,2017-03-26,Kensington Oval,Pakistan,Mohammad Hafeez,8,0,8.0,6,West Indies,1,1
1191,1077947,2017-03-26,Kensington Oval,Pakistan,Shadab Khan,7,3,1.75,24,West Indies,1,4
1192,1077947,2017-03-26,Kensington Oval,Pakistan,Sohail Tanvir,21,1,5.25,26,West Indies,1,4
1193,1077947,2017-03-26,Kensington Oval,Pakistan,Wahab Riaz,35,1,8.75,26,West Indies,1,4
1195,1077948,2017-03-30,Queen's Park Oval,Pakistan,Hasan Ali,35,2,8.75,25,West Indies,2,4
1196,1077948,2017-03-30,Queen's Park Oval,Pakistan,Imad Wasim,28,0,7.0,24,West Indies,2,4
1201,1077948,2017-03-30,Queen's Park Oval,Pakistan,Shadab Khan,14,4,3.5,24,West Indies,2,4
1202,1077948,2017-03-30,Queen's Park Oval,Pakistan,Sohail Tanvir,29,1,7.25,25,West Indies,2,4
1203,1077948,2017-03-30,Queen's Park Oval,Pakistan,Wahab Riaz,23,1,5.75,25,West Indies,2,4
1205,1085495,2017-04-01,Queen's Park Oval,West Indies,Hasan Ali,20,0,10.0,12,West Indies,2,2
1206,1085495,2017-04-01,Queen's Park Oval,West Indies,Imad Wasim,20,0,6.67,19,West Indies,2,3
1212,1085495,2017-04-01,Queen's Park Oval,West Indies,Shadab Khan,38,1,12.67,23,West Indies,2,3
1213,1085495,2017-04-01,Queen's Park Oval,West Indies,Shoaib Malik,11,0,11.0,6,West Indies,2,1
1214,1085495,2017-04-01,Queen's Park Oval,West Indies,Sohail Tanvir,40,1,13.33,20,West Indies,2,3
1215,1085495,2017-04-01,Queen's Park Oval,West Indies,Wahab Riaz,6,1,3.0,13,West Indies,2,2
1217,1085496,2017-04-02,Queen's Park Oval,Pakistan,Hasan Ali,12,3,3.0,25,West Indies,1,4
1218,1085496,2017-04-02,Queen's Park Oval,Pakistan,Imad Wasim,25,1,6.25,24,West Indies,1,4
1223,1085496,2017-04-02,Queen's Park Oval,Pakistan,Rumman Raees,25,1,6.25,24,West Indies,1,4
1226,1085496,2017-04-02,Queen's Park Oval,Pakistan,Shadab Khan,16,2,4.0,24,West Indies,1,4
1227,1085496,2017-04-02,Queen's Park Oval,Pakistan,Wahab Riaz,44,1,11.0,24,West Indies,1,4
1231,1115807,2018-01-22,Westpac Stadium,New Zealand,Faheem Ashraf,8,0,8.0,6,New Zealand,2,1
1232,1115807,2018-01-22,Westpac Stadium,New Zealand,Hasan Ali,28,0,9.33,18,New Zealand,2,3
1235,1115807,2018-01-22,Westpac Stadium,New Zealand,Mohammad Amir,13,0,4.33,19,New Zealand,2,3
1236,1115807,2018-01-22,Westpac Stadium,New Zealand,Mohammad Nawaz (3),14,0,14.0,6,New Zealand,2,1
1237,1115807,2018-01-22,Westpac Stadium,New Zealand,Rumman Raees,24,2,6.0,25,New Zealand,2,4
1239,1115807,2018-01-22,Westpac Stadium,New Zealand,Shadab Khan,18,1,4.5,24,New Zealand,2,4
1243,1115808,2018-01-25,Eden Park,Pakistan,Faheem Ashraf,22,3,7.33,22,New Zealand,2,3
1244,1115808,2018-01-25,Eden Park,Pakistan,Hasan Ali,27,2,6.75,24,New Zealand,2,4
1247,1115808,2018-01-25,Eden Park,Pakistan,Mohammad Amir,28,2,7.0,24,New Zealand,2,4
1248,1115808,2018-01-25,Eden Park,Pakistan,Rumman Raees,27,1,9.0,20,New Zealand,2,3
1250,1115808,2018-01-25,Eden Park,Pakistan,Shadab Khan,37,2,9.25,26,New Zealand,2,4
1252,1115809,2018-01-28,Bay Oval,Pakistan,Aamer Yamin,25,1,6.25,25,New Zealand,2,4
1254,1115809,2018-01-28,Bay Oval,Pakistan,Faheem Ashraf,55,1,13.75,25,New Zealand,2,4
1257,1115809,2018-01-28,Bay Oval,Pakistan,Mohammad Amir,23,1,5.75,25,New Zealand,2,4
1258,1115809,2018-01-28,Bay Oval,Pakistan,Rumman Raees,41,1,10.25,25,New Zealand,2,4
1259,1115809,2018-01-28,Bay Oval,Pakistan,Shadab Khan,19,2,4.75,24,New Zealand,2,4
1264,1117821,2017-09-12,Gaddafi Stadium,Pakistan,Faheem Ashraf,7,0,7.0,6,ICC World XI,2,1
1266,1117821,2017-09-12,Gaddafi Stadium,Pakistan,Hasan Ali,44,1,11.0,24,ICC World XI,2,4
1267,1117821,2017-09-12,Gaddafi Stadium,Pakistan,Imad Wasim,22,0,5.5,25,ICC World XI,2,4
1271,1117821,2017-09-12,Gaddafi Stadium,Pakistan,Rumman Raees,37,2,12.33,19,ICC World XI,2,3
1272,1117821,2017-09-12,Gaddafi Stadium,Pakistan,Shadab Khan,33,2,8.25,25,ICC World XI,2,4
1273,1117821,2017-09-12,Gaddafi Stadium,Pakistan,Sohail Khan,28,2,7.0,25,ICC World XI,2,4
1275,1117822,2017-09-13,Gaddafi Stadium,ICC World XI,Imad Wasim,27,1,6.75,24,ICC World XI,2,4
1278,1117822,2017-09-13,Gaddafi Stadium,ICC World XI,Mohammad Nawaz (3),25,1,8.33,18,ICC World XI,2,3
1281,1117822,2017-09-13,Gaddafi Stadium,ICC World XI,Rumman Raees,36,0,9.0,24,ICC World XI,2,4
1283,1117822,2017-09-13,Gaddafi Stadium,ICC World XI,Shadab Khan,32,0,8.0,24,ICC World XI,2,4
1284,1117822,2017-09-13,Gaddafi Stadium,ICC World XI,Sohail Khan,44,1,11.0,25,ICC World XI,2,4
1285,1117822,2017-09-13,Gaddafi Stadium,ICC World XI,Usman Shinwari,10,0,10.0,6,ICC World XI,2,1
1288,1117824,2017-09-15,Gaddafi Stadium,Pakistan,Hasan Ali,28,3,7.0,24,ICC World XI,2,4
1289,1117824,2017-09-15,Gaddafi Stadium,Pakistan,Imad Wasim,34,2,8.5,26,ICC World XI,2,4
1292,1117824,2017-09-15,Gaddafi Stadium,Pakistan,Mohammad Nawaz (3),7,0,7.0,6,ICC World XI,2,1
1294,1117824,2017-09-15,Gaddafi Stadium,Pakistan,Rumman Raees,20,1,5.0,24,ICC World XI,2,4
1296,1117824,2017-09-15,Gaddafi Stadium,Pakistan,Shadab Khan,34,0,11.33,18,ICC World XI,2,3
1297,1117824,2017-09-15,Gaddafi Stadium,Pakistan,Usman Shinwari,26,2,6.5,25,ICC World XI,2,4
1299,1120291,2017-10-26,Sheikh Zayed Stadium,Pakistan,Faheem Ashraf,6,1,3.0,12,Sri Lanka,1,2
1300,1120291,2017-10-26,Sheikh Zayed Stadium,Pakistan,Hasan Ali,23,3,7.67,22,Sri Lanka,1,3
1302,1120291,2017-10-26,Sheikh Zayed Stadium,Pakistan,Imad Wasim,26,1,6.5,24,Sri Lanka,1,4
1305,1120291,2017-10-26,Sheikh Zayed Stadium,Pakistan,Mohammad Hafeez,10,2,5.0,12,Sri Lanka,1,2
1309,1120291,2017-10-26,Sheikh Zayed Stadium,Pakistan,Shadab Khan,14,1,4.67,18,Sri Lanka,1,3
1310,1120291,2017-10-26,Sheikh Zayed Stadium,Pakistan,Usman Shinwari,20,2,5.0,24,Sri Lanka,1,4
1312,1120292,2017-10-27,Sheikh Zayed Stadium,Pakistan,Faheem Ashraf,16,4,5.33,18,Sri Lanka,1,3
1313,1120292,2017-10-27,Sheikh Zayed Stadium,Pakistan,Hasan Ali,31,3,7.75,24,Sri Lanka,1,4
1315,1120292,2017-10-27,Sheikh Zayed Stadium,Pakistan,Imad Wasim,23,0,5.75,25,Sri Lanka,1,4
1318,1120292,2017-10-27,Sheikh Zayed Stadium,Pakistan,Mohammad Hafeez,21,0,7.0,19,Sri Lanka,1,3
1321,1120292,2017-10-27,Sheikh Zayed Stadium,Pakistan,Shadab Khan,14,2,3.5,24,Sri Lanka,1,4
1322,1120292,2017-10-27,Sheikh Zayed Stadium,Pakistan,Usman Shinwari,18,0,9.0,12,Sri Lanka,1,2
1324,1120293,2017-10-29,Gaddafi Stadium,Pakistan,Faheem Ashraf,19,2,4.75,24,Sri Lanka,2,4
1325,1120293,2017-10-29,Gaddafi Stadium,Pakistan,Hasan Ali,39,1,9.75,25,Sri Lanka,2,4
1327,1120293,2017-10-29,Gaddafi Stadium,Pakistan,Imad Wasim,30,1,7.5,24,Sri Lanka,2,4
1331,1120293,2017-10-29,Gaddafi Stadium,Pakistan,Mohammad Amir,13,4,3.25,25,Sri Lanka,2,4
1332,1120293,2017-10-29,Gaddafi Stadium,Pakistan,Mohammad Hafeez,11,1,5.5,12,Sri Lanka,2,2
1336,1120293,2017-10-29,Gaddafi Stadium,Pakistan,Shadab Khan,31,0,15.5,12,Sri Lanka,2,2
1338,1127300,2018-06-12,Grange Cricket Club,Pakistan,Faheem Ashraf,23,0,7.67,19,Scotland,2,3
1340,1127300,2018-06-12,Grange Cricket Club,Pakistan,Hasan Ali,33,2,8.25,26,Scotland,2,4
1341,1127300,2018-06-12,Grange Cricket Club,Pakistan,Hussain Talat,4,0,4.0,6,Scotland,2,1
1344,1127300,2018-06-12,Grange Cricket Club,Pakistan,Mohammad Amir,45,1,11.25,24,Scotland,2,4
1345,1127300,2018-06-12,Grange Cricket Club,Pakistan,Mohammad Nawaz (3),22,1,5.5,24,Scotland,2,4
1348,1127300,2018-06-12,Grange Cricket Club,Pakistan,Shadab Khan,25,2,6.25,24,Scotland,2,4
1351,1127301,2018-06-13,Grange Cricket Club,Pakistan,Faheem Ashraf,5,3,1.67,18,Scotland,2,3
1352,1127301,2018-06-13,Grange Cricket Club,Pakistan,Hasan Ali,18,0,9.0,12,Scotland,2,2
1355,1127301,2018-06-13,Grange Cricket Club,Pakistan,Mohammad Nawaz (3),35,1,8.75,24,Scotland,2,4
1357,1127301,2018-06-13,Grange Cricket Club,Pakistan,Shadab Khan,19,4,4.75,24,Scotland,2,4
1358,1127301,2018-06-13,Grange Cricket Club,Pakistan,Usman Shinwari,4,2,2.0,12,Scotland,2,2
1359,1140069,2018-04-01,National Stadium,Pakistan,Faheem Ashraf,9,0,9.0,6,West Indies,2,1
1360,1140069,2018-04-01,National Stadium,Pakistan,Hasan Ali,0,1,0.0,6,West Indies,2,1
1361,1140069,2018-04-01,National Stadium,Pakistan,Hussain Talat,3,1,3.0,4,West Indies,2,1
1365,1140069,2018-04-01,National Stadium,Pakistan,Mohammad Amir,3,2,1.5,14,West Indies,2,2
1366,1140069,2018-04-01,National Stadium,Pakistan,Mohammad Nawaz (3),19,2,4.75,25,West Indies,2,4
1370,1140069,2018-04-01,National Stadium,Pakistan,Shadab Khan,13,1,4.33,18,West Indies,2,3
1371,1140069,2018-04-01,National Stadium,Pakistan,Shoaib Malik,13,2,6.5,12,West Indies,2,2
1373,1140070,2018-04-02,National Stadium,Pakistan,Faheem Ashraf,11,0,5.5,12,West Indies,2,2
1374,1140070,2018-04-02,National Stadium,Pakistan,Hasan Ali,33,1,8.25,24,West Indies,2,4
1375,1140070,2018-04-02,National Stadium,Pakistan,Hussain Talat,12,2,12.0,9,West Indies,2,1
1378,1140070,2018-04-02,National Stadium,Pakistan,Mohammad Amir,22,4,5.5,24,West Indies,2,4
1379,1140070,2018-04-02,National Stadium,Pakistan,Mohammad Nawaz (3),19,1,4.75,24,West Indies,2,4
1384,1140070,2018-04-02,National Stadium,Pakistan,Shadab Khan,23,2,5.75,24,West Indies,2,4
1386,1140071,2018-04-03,National Stadium,Pakistan,Faheem Ashraf,33,1,8.25,25,West Indies,1,4
1389,1140071,2018-04-03,National Stadium,Pakistan,Mohammad Nawaz (3),26,1,6.5,24,West Indies,1,4
1393,1140071,2018-04-03,National Stadium,Pakistan,Shadab Khan,27,2,6.75,24,West Indies,1,4
1394,1140071,2018-04-03,National Stadium,Pakistan,Shaheen Shah Afridi,27,1,6.75,24,West Indies,1,4
1395,1140071,2018-04-03,National Stadium,Pakistan,Usman Shinwari,34,1,8.5,24,West Indies,1,4
1398,1142913,2018-07-01,Harare Sports Club,Pakistan,Faheem Ashraf,23,0,7.67,19,Zimbabwe,2,3
1399,1142913,2018-07-01,Harare Sports Club,Pakistan,Hasan Ali,19,2,9.5,14,Zimbabwe,2,2
1400,1142913,2018-07-01,Harare Sports Club,Pakistan,Hussain Talat,11,0,11.0,6,Zimbabwe,2,1
